帐号ID,帐号名,帐号密码,角色名称1,角色ID1,出生坐标x,出生坐标y,出生坐标z
2106,ST4996,g,黄安人,1005142129,20,10,20
2107,ST4997,g,金也,1005146967,20,10,20
2108,ST5079,g,龙帝御驾,1005135821,20,10,20
2109,ST5223,g,枫月君主,1005184510,20,10,20
2110,ST4998,g,福建石狮,1005157669,20,10,20
2111,ST4907,g,蓝光VV泪水,1005159166,20,10,20
2112,ST4909,g,天下名名天下,1005171501,20,10,20
2113,ST4910,g,一刀断天下1,1005172469,20,10,20
2114,ST4999,g,龙吟天下法圣,1005872804,20,10,20
2115,ST4904,g,二次爱个够,1005835093,20,10,20
2116,ST5072,g,邪战天下,1005889645,20,10,20
2117,ST4666,g,眩の舞,1005913396,20,10,20
2118,ST4667,g,邪神至尊圣,1005915276,20,10,20
2119,ST4563,g,神0将0,1005949367,20,10,20
2120,ST4568,g,丫S头S,1005953764,20,10,20
2121,ST4902,g,丿时尚灬前沿,1005717758,20,10,20
2122,ST4903,g,龙腾剑皇,1005718845,20,10,20
2123,ST4798,g,缌燕,1005742465,20,10,20
2124,ST4797,g,杀你的嘛子,1005746905,20,10,20
2125,ST5390,g,虚空凝刀,1005804162,20,10,20
2126,ST5077,g,点心猫猫,1005775113,20,10,20
2127,ST5078,g,剑仙之魂2,1005776591,20,10,20
2128,ST4671,g,#小猫#,1005809657,20,10,20
2129,ST4672,g,shuanglong,1005811934,20,10,20
2130,ST4565,g,愤怒##天使,1005833901,20,10,20
2131,ST4665,g,心近依水,1005819198,20,10,20
2132,ST4564,g,黑虎鬼,1005820908,20,10,20
2133,ST4793,g,杂毛雀,1006193926,20,10,20
2134,ST5002,g,天涯PK龙芯,1006205100,20,10,20
2135,ST4919,g,十二宫残月,1006245558,20,10,20
2136,ST5005,g,HUAHDUAW,1006215391,20,10,20
2137,ST5003,g,狂魔小忽悠,1006208264,20,10,20
2138,ST5004,g,独猎小子,1006212391,20,10,20
2139,ST5075,g,傻的好天真,1006261774,20,10,20
2140,ST4920,g,刺紫轩,1006246350,20,10,20
2141,ST4921,g,希望在田野,1006247674,20,10,20
2142,ST4918,g,YOUANDME1,1006252338,20,10,20
2143,ST4796,g,噬龙决战天下,1005997338,20,10,20
2144,ST5073,g,隐之王勇者,1006005458,20,10,20
2145,ST5074,g,杀你不多,1006005616,20,10,20
2146,ST4795,g,伤心1994,1005990150,20,10,20
2147,ST5391,g,灰太狼英雄,1006032575,20,10,20
2148,ST5392,g,生死对决,1006033000,20,10,20
2149,ST5228,g,天下%第一剑,1006018398,20,10,20
2150,ST5229,g,爱你的是我人,1006026249,20,10,20
2151,ST4913,g,龙少爷001,1006093174,20,10,20
2152,ST4569,g,我狂我战,1006074899,20,10,20
2153,ST4911,g,天龙VS霸主,1006083735,20,10,20
2154,ST4912,g,丨蝶舞丨灬飘香,1006084370,20,10,20
2155,ST5387,g,太阳星,1006730619,20,10,20
2156,ST4966,g,狂刀星际2,1006747372,20,10,20
2157,ST4802,g,occuly,1006711051,20,10,20
2158,ST5071,g,雄0霸o天l下,1006510718,20,10,20
2159,ST4571,g,七截道人,1006481095,20,10,20
2160,ST5386,g,复仇小倩,1006581379,20,10,20
2161,ST5385,g,妖姬魅魔,1006592002,20,10,20
2162,ST5227,g,神虾王,1006605405,20,10,20
2163,ST4969,g,染丨灬指了寂寞,1006622470,20,10,20
2164,ST4922,g,往事随风0,1006625370,20,10,20
2165,ST4968,g,爷虎牙,1006612699,20,10,20
2166,ST4967,g,轻舞哦飞扬,1006610470,20,10,20
2167,ST4970,g,游崖神龙,1006445061,20,10,20
2168,ST5070,g,傲慢太子,1006426636,20,10,20
2169,ST5069,g,六剑神脉,1006437127,20,10,20
2170,ST4660,g,弑魂丨雪魔灬,1006414395,20,10,20
2171,ST4661,g,杂毛梦,1006418122,20,10,20
2172,ST4662,g,无垠霸王,1006418591,20,10,20
2173,ST4663,g,柔情_至尊,1006420005,20,10,20
2174,ST4794,g,惊天一剑@,1006320791,20,10,20
2175,ST4570,g,tenfei2,1006364738,20,10,20
2176,ST5389,g,战斗圣佛G,1006368200,20,10,20
2177,ST5230,g,那画面关于迩,1006385549,20,10,20
2178,ST5231,g,杨过的小龙女,1006389217,20,10,20
2179,ST4801,g,至尊0帝王,1006405229,20,10,20
2180,ST5388,g,W孤独刀客,1006310606,20,10,20
2181,ST4668,g,MOZ路虎,1006291606,20,10,20
2182,ST5232,g,女娲不是神,1006284998,20,10,20
2183,ST5233,g,哎尤@芯升,1006278621,20,10,20
2184,ST5234,g,骑着猪猪看大海,1006280906,20,10,20
2185,ST4831,g,pifu,1007298826,20,10,20
2186,ST4832,g,在世站神,1007295879,20,10,20
2187,ST5367,g,不败王者4535,1007267306,20,10,20
2188,ST5368,g,皇冠灬小甜甜,1007260044,20,10,20
2189,ST4474,g,回忆幕幕重演,1007141378,20,10,20
2190,ST5366,g,朋友小心啊,1007136100,20,10,20
2191,ST5365,g,烈焰龙藤,1007125140,20,10,20
2192,ST5235,g,逍遥仙子雨欣,1007175247,20,10,20
2193,ST4833,g,可不可吓死你,1007165428,20,10,20
2194,ST5237,g,天牛神,1007048226,20,10,20
2195,ST4916,g,无名388,1007068408,20,10,20
2196,ST4917,g,狂砍大S丨B,1007077799,20,10,20
2197,ST5145,g,武圣英雄2010,1007002202,20,10,20
2198,ST5146,g,小孩般幻想,1006994647,20,10,20
2199,ST5236,g,蔼蔼一新,1006971575,20,10,20
2200,ST4914,g,冥族村,1006869128,20,10,20
2201,ST4915,g,宝呗丶恋潴潴,1006869619,20,10,20
2202,ST5147,g,qq12q,1006912420,20,10,20
2203,ST4664,g,我240,1006820073,20,10,20
2204,ST5226,g,我是王锋,1006782661,20,10,20
2205,ST4803,g,大刀王五123,1006808243,20,10,20
2206,ST4804,g,倾听夜雨声I,1006810398,20,10,20
2207,ST5261,g,某人攻击,1007828121,20,10,20
2208,ST4680,g,ST灬008,1007837259,20,10,20
2209,ST5249,g,赤炼网游,1007824091,20,10,20
2210,ST5144,g,Kiss灬丿冰吻,1007817759,20,10,20
2211,ST4470,g,手起刀落人逃完,1007804120,20,10,20
2212,ST5372,g,十八岁丶禁爱,1007783614,20,10,20
2213,ST4677,g,大是大非zheng,1007923594,20,10,20
2214,ST5405,g,濯水の狂少,1007887167,20,10,20
2215,ST5406,g,Oo恋花o0,1007890938,20,10,20
2216,ST4469,g,剑陕,1007899285,20,10,20
2217,ST5260,g,龙行枫,1007938958,20,10,20
2218,ST5257,g,jjfq,1007946623,20,10,20
2219,ST4834,g,仅you执著,1007861471,20,10,20
2220,ST5404,g,VIP_风行,1007885233,20,10,20
2221,ST4835,g,花心灬女人,1007867152,20,10,20
2222,ST5085,g,天下唯我独尊88,1008044319,20,10,20
2223,ST4473,g,战神@飞,1008006271,20,10,20
2224,ST4681,g,夜小少,1008027796,20,10,20
2225,ST5258,g,伴你走天涯1,1008011114,20,10,20
2226,ST5259,g,月煞孤行,1008009888,20,10,20
2227,ST5255,g,太子拽哥,1008014902,20,10,20
2228,ST5256,g,噬恤魔神,1008014906,20,10,20
2229,ST4472,g,Oo龙腾灬狂战o0,1008006662,20,10,20
2230,ST5014,g,lclclc,1007966994,20,10,20
2231,ST4839,g,圣女结晶,1007959801,20,10,20
2232,ST4852,g,狂魔三,1007990467,20,10,20
2233,ST4471,g,风云天下之王者,1007997154,20,10,20
2234,ST5262,g,傲气=冲天,1008127001,20,10,20
2235,ST4678,g,黄山黄山,1007731893,20,10,20
2236,ST5015,g,极速刀,1007744917,20,10,20
2237,ST5253,g,绝对TV强,1007725973,20,10,20
2238,ST5251,g,无边天涯,1007722033,20,10,20
2239,ST5252,g,氵良漫VS天涯,1007723464,20,10,20
2240,ST5369,g,飞奔沙场,1007707333,20,10,20
2241,ST5370,g,飞过AA海,1007701384,20,10,20
2242,ST5371,g,刀No圣,1007708523,20,10,20
2243,ST5143,g,五毒金蛇,1007711345,20,10,20
2244,ST5250,g,叹丶一世无言,1007648011,20,10,20
2245,ST4480,g,SD娃娃娃娃SD,1007662882,20,10,20
2246,ST5359,g,爱是一辈子,1007614805,20,10,20
2247,ST4836,g,丿哥灬血心天下,1007597065,20,10,20
2248,ST4837,g,法王葛洪,1007595017,20,10,20
2249,ST4972,g,yachong,1007573025,20,10,20
2250,ST4477,g,dj坏坏,1007583814,20,10,20
2251,ST4478,g,征神煞尊,1007586325,20,10,20
2252,ST4479,g,炎帝NN,1007586781,20,10,20
2253,ST5360,g,貘冥,1007536722,20,10,20
2254,ST5148,g,残影喋血,1007541792,20,10,20
2255,ST4676,g,无心为善,1007458860,20,10,20
2256,ST5362,g,泪过无痕1,1007468324,20,10,20
2257,ST5363,g,冷夜_坠丶夕阳,1007469938,20,10,20
2258,ST5364,g,公12主,1007472149,20,10,20
2259,ST4847,g,碧血强人,1007449797,20,10,20
2260,ST4973,g,魔神之善,1007422184,20,10,20
2261,ST5254,g,丿夜丶唯美,1007425243,20,10,20
2262,ST4971,g,幽兰紫丶氵心,1007503184,20,10,20
2263,ST4923,g,无毁之杀,1007347084,20,10,20
2264,ST4829,g,称霸wl,1007306959,20,10,20
2265,ST4974,g,天镜域右手成魔,1007313661,20,10,20
2266,ST5361,g,斗城之风云,1007365490,20,10,20
2267,ST4675,g,醒的搭傻,1007351993,20,10,20
2268,ST4475,g,小龙@来也,1007369922,20,10,20
2269,ST4476,g,d4444,1007369970,20,10,20
2270,ST4830,g,我是紫龙王,1007381299,20,10,20
2271,ST5149,g,青龙剑葵,1007374781,20,10,20
2272,ST5269,g,丶小恋,1009137742,20,10,20
2273,ST4976,g,ywx殇,1009120013,20,10,20
2274,ST4975,g,守望自己,1009120941,20,10,20
2275,ST4857,g,爱你永生永世99,1009176095,20,10,20
2276,ST4590,g,eggt,1009223699,20,10,20
2277,ST5487,g,爱的领跑者,1009234804,20,10,20
2278,ST4591,g,丿猪丶潴,1009350154,20,10,20
2279,ST4584,g,英雄本色小发哥,1009351737,20,10,20
2280,ST5265,g,圣剑丨逍丿遥,1009313327,20,10,20
2281,ST5266,g,孤独霰jay,1009314310,20,10,20
2282,ST5267,g,思宇2刀,1009316467,20,10,20
2283,ST4724,g,花和尚一个,1009262259,20,10,20
2284,ST4725,g,现在努力,1009263619,20,10,20
2285,ST4977,g,洛我的小JJ,1009280970,20,10,20
2286,ST4978,g,未成年2小夜,1009290514,20,10,20
2287,ST5082,g,叶散花开,1008902288,20,10,20
2288,ST5083,g,戒子宝宝,1008905971,20,10,20
2289,ST5268,g,武之乾坤,1008876644,20,10,20
2290,ST4731,g,猪AA戈,1008865560,20,10,20
2291,ST5408,g,靠无法,1008819637,20,10,20
2292,ST5409,g,琉璃芯,1008824839,20,10,20
2293,ST5407,g,永不褪色,1008813496,20,10,20
2294,ST5006,g,@莫问@,1008839273,20,10,20
2295,ST5486,g,远战无痕,1008952244,20,10,20
2296,ST5410,g,说闲话教书,1008941834,20,10,20
2297,ST5411,g,善良##魔鬼,1008943640,20,10,20
2298,ST4521,g,天地____女孩,1008913140,20,10,20
2299,ST4592,g,赤辽鬼厉,1009035046,20,10,20
2300,ST4593,g,衾湘女子,1009004352,20,10,20
2301,ST4727,g,狂拽酷帅维爷,1008970171,20,10,20
2302,ST4523,g,`筱雅`,1008975998,20,10,20
2303,ST4524,g,独杰,1008978712,20,10,20
2304,ST4856,g,I天地之情I,1009065160,20,10,20
2305,ST4522,g,神医九娘,1009106007,20,10,20
2306,ST4728,g,奶奶那胸,1009087545,20,10,20
2307,ST4729,g,橘色气球,1009088144,20,10,20
2308,ST4730,g,乱世POSS龙腾,1008600454,20,10,20
2309,ST5008,g,杀天破,1008569348,20,10,20
2310,ST5009,g,西北首富,1008571371,20,10,20
2311,ST5086,g,逍遥浪子888,1008546278,20,10,20
2312,ST5087,g,星月飘渺路,1008546349,20,10,20
2313,ST5088,g,#仙#逆#,1008546647,20,10,20
2314,ST5084,g,半生半死,1008566964,20,10,20
2315,ST5397,g,黯淡非,1008530433,20,10,20
2316,ST5398,g,端木狂龙,1008527096,20,10,20
2317,ST4527,g,夙夜匪解,1008615896,20,10,20
2318,ST4855,g,杀无赦23456,1008650330,20,10,20
2319,ST4525,g,战王的怒,1008762856,20,10,20
2320,ST4588,g,兜兜无聊,1008810432,20,10,20
2321,ST5401,g,不精你报警,1008812704,20,10,20
2322,ST5402,g,老克勒,1008812766,20,10,20
2323,ST5403,g,雪舞@飞扬,1008687824,20,10,20
2324,ST5396,g,陌Oo子矽,1008681093,20,10,20
2325,ST5007,g,醉窥`斜阳,1008727767,20,10,20
2326,ST5012,g,天韵@,1008294278,20,10,20
2327,ST4589,g,天使会,1008281821,20,10,20
2328,ST4679,g,爱美丽de小女人,1008275365,20,10,20
2329,ST4849,g,龙在PK江湖,1008215344,20,10,20
2330,ST4850,g,Mr灭,1008218701,20,10,20
2331,ST4838,g,金牛宝宝1,1008201547,20,10,20
2332,ST4848,g,神话v唉町蘸,1008321194,20,10,20
2333,ST5013,g,空之城33,1008296554,20,10,20
2334,ST5010,g,圣国战士,1008300650,20,10,20
2335,ST5399,g,魔界2战神,1008406898,20,10,20
2336,ST5400,g,朕丶睥藐天下,1008409355,20,10,20
2337,ST4851,g,魔神舒,1008320609,20,10,20
2338,ST5011,g,耶雨水,1008435078,20,10,20
2339,ST4526,g,凌云`冷酷,1008472917,20,10,20
2340,ST4853,g,独钓寒江雪OL,1008485895,20,10,20
2341,ST4854,g,天师八刀弈,1008486522,20,10,20
2342,ST4722,g,十五楼养的牛王,1009537214,20,10,20
2343,ST5081,g,守望你自己,1009503501,20,10,20
2344,ST4982,g,本哥,1009620388,20,10,20
2345,ST5273,g,温暖锝佑手,1009634158,20,10,20
2346,ST5091,g,_Athena丶承诺,1009646668,20,10,20
2347,ST4858,g,最后的一员,1009679915,20,10,20
2348,ST4732,g,tr4r,1009694366,20,10,20
2349,ST4723,g,雪妍菲尔,1009690294,20,10,20
2350,ST4719,g,够了2010,1009410310,20,10,20
2351,ST4720,g,丿晨曦の飞舞,1009412718,20,10,20
2352,ST4721,g,剑之式神,1009416182,20,10,20
2353,ST4726,g,爱情练习题吖,1009401939,20,10,20
2354,ST4520,g,无心伤害888,1009456683,20,10,20
2355,ST5080,g,爱你一万年不8,1009500512,20,10,20
2356,ST4583,g,kkkkjack,1009509234,20,10,20
2357,ST4585,g,跟你混,1009510346,20,10,20
2358,ST4586,g,讨贼仙女,1009777296,20,10,20
2359,ST4587,g,飞雪120,1009777412,20,10,20
2360,ST4983,g,小魔女210,1009721177,20,10,20
2361,ST5477,g,韦兰qq,1009740395,20,10,20
2362,ST5272,g,我新手糊糊,1009732891,20,10,20
2363,ST5476,g,快乐的人小山,1009753512,20,10,20
2364,ST4979,g,我是神的太爷,1009843722,20,10,20
2365,ST4980,g,旭非VN潮流,1009851904,20,10,20
2366,ST4531,g,龙游大海888,1009833220,20,10,20
2367,ST5479,g,狂战野公子,1009916957,20,10,20
2368,ST5482,g,oo五帝神oo,1009920306,20,10,20
2369,ST5270,g,我是太上老君,1009966051,20,10,20
2370,ST4860,g,魔法@无天,1009933464,20,10,20
2371,ST5089,g,丶落笔画爱丶,1009890738,20,10,20
2372,ST5090,g,柳如是1,1009890767,20,10,20
2373,ST5478,g,艾凌儿,1009902104,20,10,20
2374,ST4981,g,chgch,1009855360,20,10,20
2375,ST5094,g,=dj坏坏=,1010558599,20,10,20
2376,ST5095,g,_dj坏坏_,1010558770,20,10,20
2377,ST4604,g,离开很久以后,1010622573,20,10,20
2378,ST4606,g,bdfgbrab,1010524982,20,10,20
2379,ST5475,g,无影魔神,1010377285,20,10,20
2380,ST5098,g,无敌P战士,1010356935,20,10,20
2381,ST5099,g,云州无敌强,1010357775,20,10,20
2382,ST5280,g,爷是你的偶像,1010465422,20,10,20
2383,ST4735,g,血魔之霸,1010471194,20,10,20
2384,ST4530,g,处男天敌,1010410136,20,10,20
2385,ST4528,g,傲视苍天丶萧晨,1010425521,20,10,20
2386,ST4989,g,殇丶神儿_,1010446166,20,10,20
2387,ST4607,g,魔咒之天神,1010077541,20,10,20
2388,ST5263,g,dj坏坏坏,1010073968,20,10,20
2389,ST4610,g,伤得如此狼狈,1010083702,20,10,20
2390,ST5484,g,龙福,1010103878,20,10,20
2391,ST5485,g,冥魔之士,1010106099,20,10,20
2392,ST4532,g,人之龙了,1010108013,20,10,20
2393,ST4859,g,傲视者云,1010029957,20,10,20
2394,ST5092,g,八千雪2,1010050230,20,10,20
2395,ST5093,g,远郊区,1010050537,20,10,20
2396,ST4861,g,梦玉人引,1010019285,20,10,20
2397,ST4862,g,阏伊媚娘,1010019634,20,10,20
2398,ST5480,g,碧雪战战,1010013487,20,10,20
2399,ST5481,g,风雨龙腾2,1010013789,20,10,20
2400,ST5271,g,我为卿宽狂,1009967726,20,10,20
2401,ST4863,g,魔尊康纪,1010207494,20,10,20
2402,ST4869,g,霸王是我也,1010212453,20,10,20
2403,ST5483,g,雨幕之泪,1010095581,20,10,20
2404,ST5474,g,幽雯,1010280420,20,10,20
2405,ST4985,g,梦想唯美,1010286477,20,10,20
2406,ST4984,g,飓舞,1010290446,20,10,20
2407,ST5473,g,丨丶Only丶樱子,1010279496,20,10,20
2408,ST5264,g,蘸我英雄,1010231320,20,10,20
2409,ST4608,g,逍遥无情526,1010252305,20,10,20
2410,ST4609,g,剑飞雪圣,1010254993,20,10,20
2411,ST4870,g,豹王君,1010827445,20,10,20
2412,ST4871,g,爱到受内伤,1010970797,20,10,20
2413,ST4601,g,剑客游天下,1010955158,20,10,20
2414,ST4734,g,遇血狂魔,1010805318,20,10,20
2415,ST4533,g,VS狂野战龙,1010840684,20,10,20
2416,ST5100,g,伊人为你憔悴,1010788741,20,10,20
2417,ST4603,g,刺の绣,1010745606,20,10,20
2418,ST5096,g,极品男人why,1010705651,20,10,20
2419,ST5097,g,风中智者,1010708771,20,10,20
2420,ST4529,g,pengxingboy,1010633655,20,10,20
2421,ST4605,g,筱伊之恋,1010624790,20,10,20
2422,ST4602,g,NO爱直至成伤ON,1010629812,20,10,20
2423,ST5447,g,炫灬情谊丨红牙,1011114781,20,10,20
2424,ST4866,g,阳少侠,1011154726,20,10,20
2425,ST4867,g,锋王ABC,1011155265,20,10,20
2426,ST5282,g,狂刀乱斩杀,1011075112,20,10,20
2427,ST5283,g,低调低,1011077301,20,10,20
2428,ST5277,g,神将PK,1011069951,20,10,20
2429,ST5278,g,@寂寞的王者@,1011066162,20,10,20
2430,ST5279,g,w黑色天空,1011062783,20,10,20
2431,ST5101,g,龙魂刀12345678,1011034138,20,10,20
2432,ST5110,g,浩瀚风云,1011037166,20,10,20
2433,ST4736,g,水月天洞,1011046689,20,10,20
2434,ST5111,g,我是你的皇皇,1011040338,20,10,20
2435,ST5107,g,戮丨十步杀一人,1011041397,20,10,20
2436,ST5281,g,Hero丿小龙灬,1011179901,20,10,20
2437,ST4990,g,天外又飞心,1011170399,20,10,20
2438,ST5284,g,雨宫雅玲,1011176877,20,10,20
2439,ST4597,g,丿惜缘灬见雪丶,1011299656,20,10,20
2440,ST4738,g,@绝地反击@,1011199742,20,10,20
2441,ST4733,g,魔天使の如风,1011193508,20,10,20
2442,ST4739,g,话新,1011195957,20,10,20
2443,ST4740,g,坚强ZP,1011196353,20,10,20
2444,ST5106,g,谁伴我行州,1011367742,20,10,20
2445,ST5109,g,雄霸4一刀,1011358091,20,10,20
2446,ST5108,g,江山00邪,1011362224,20,10,20
2447,ST4536,g,爱的符合,1011324117,20,10,20
2448,ST4868,g,无文无武,1011341424,20,10,20
2449,ST5285,g,时尚人物宝哥,1011707163,20,10,20
2450,ST4873,g,错措错错错错,1011675065,20,10,20
2451,ST5112,g,血影天下爱,1011656787,20,10,20
2452,ST5104,g,灬林俊杰,1011660530,20,10,20
2453,ST5286,g,应怨气而生,1011576710,20,10,20
2454,ST4538,g,丨丶葱儿灬,1011613515,20,10,20
2455,ST4737,g,o0天武战神0o,1011592943,20,10,20
2456,ST4594,g,放弃了吗!,1011622584,20,10,20
2457,ST4595,g,将军@天下,1011626733,20,10,20
2458,ST5113,g,暝魔雪影,1011653109,20,10,20
2459,ST4596,g,赶爱赶很2,1011635391,20,10,20
2460,ST5290,g,素婷,1011398332,20,10,20
2461,ST4741,g,不3不4BB,1011408252,20,10,20
2462,ST4742,g,玩女人当仁不让,1011415058,20,10,20
2463,ST4598,g,卡格V拉斯,1011451466,20,10,20
2464,ST4599,g,别许我嬉笑,1011446662,20,10,20
2465,ST4534,g,YUHJHGF,1011470495,20,10,20
2466,ST4535,g,不小心作用力,1011472531,20,10,20
2467,ST4537,g,映雪狂人,1011485620,20,10,20
2468,ST5289,g,```枫``迷`,1011574782,20,10,20
2469,ST4865,g,快乐好好看,1011501165,20,10,20
2470,ST5102,g,丿丶邪刑灬魔王,1012072301,20,10,20
2471,ST5103,g,狂野神龙001,1012084944,20,10,20
2472,ST4808,g,圣武刀刀者,1012094628,20,10,20
2473,ST4809,g,jdcx,1012096630,20,10,20
2474,ST4987,g,氵勇攀高峰,1012116273,20,10,20
2475,ST4988,g,不败舞动,1012117144,20,10,20
2476,ST4872,g,风雪魔尊,1012055991,20,10,20
2477,ST4874,g,park00il,1012062059,20,10,20
2478,ST4810,g,cczql,1012103524,20,10,20
2479,ST5446,g,清烟哝情,1011962841,20,10,20
2480,ST5276,g,妖姬哥,1011995189,20,10,20
2481,ST5287,g,风血狐,1011980975,20,10,20
2482,ST5288,g,征战军灬姚晨,1011981349,20,10,20
2483,ST4539,g,完美剑圣者,1011870080,20,10,20
2484,ST5445,g,绝恋丨水,1011862532,20,10,20
2485,ST4540,g,残舞狂刀,1011877455,20,10,20
2486,ST4600,g,猪猪耍酷,1011892959,20,10,20
2487,ST4864,g,独爱泱,1011913446,20,10,20
2488,ST5016,g,无天28,1013427760,20,10,20
2489,ST4483,g,辉煌代,1013439666,20,10,20
2490,ST4484,g,在自私一次,1013449385,20,10,20
2491,ST4693,g,残天2011,1013408133,20,10,20
2492,ST5026,g,一剑567,1013414279,20,10,20
2493,ST5024,g,称霸刀缝,1013416470,20,10,20
2494,ST5025,g,天上人间999,1013417143,20,10,20
2495,ST4806,g,风之战魂,1013466756,20,10,20
2496,ST4820,g,上官0云天,1013453553,20,10,20
2497,ST5161,g,高山雪莲,1013501771,20,10,20
2498,ST5160,g,a432301,1013489882,20,10,20
2499,ST5017,g,零度!心情,1013561707,20,10,20
2500,ST5018,g,影子一,1013565008,20,10,20
2501,ST4931,g,炎魔天帝,1013526987,20,10,20
2502,ST4694,g,我爱小飞侠,1013543532,20,10,20
2503,ST5019,g,深哥168,1013653562,20,10,20
2504,ST5020,g,如若初见丶,1013661740,20,10,20
2505,ST5021,g,在此基就地一刀,1013663395,20,10,20
2506,ST4485,g,爱慕者1,1013580960,20,10,20
2507,ST5419,g,丿丶胭脂`,1013600440,20,10,20
2508,ST4690,g,武道邪君,1013112424,20,10,20
2509,ST5291,g,天涯流浪去,1013095106,20,10,20
2510,ST4686,g,暗夜00灵魂独舞,1013101695,20,10,20
2511,ST4813,g,销魂若惜,1013054082,20,10,20
2512,ST4814,g,thelove丫头,1013054988,20,10,20
2513,ST4815,g,金蓬,1013050370,20,10,20
2514,ST5421,g,侠女闯关,1013072388,20,10,20
2515,ST4805,g,苍穹丿丶傲天,1013137894,20,10,20
2516,ST5028,g,小着着小,1013162765,20,10,20
2517,ST5029,g,灬菲灬菲灬,1013166141,20,10,20
2518,ST5418,g,麦芽狼,1013186936,20,10,20
2519,ST4687,g,天天打架哦@,1013105918,20,10,20
2520,ST4688,g,飞毛腿2011,1013106060,20,10,20
2521,ST4689,g,情歌Y也乏味,1013111521,20,10,20
2522,ST4481,g,嗜血夜玫瑰,1013257998,20,10,20
2523,ST4482,g,百元户,1013259517,20,10,20
2524,ST5023,g,绝处灬灬逢生,1013266415,20,10,20
2525,ST5159,g,芯芯细雨,1013379960,20,10,20
2526,ST4692,g,烽火丶霸刀,1013231670,20,10,20
2527,ST5295,g,谁伴你闯荡,1013217959,20,10,20
2528,ST4691,g,一修哥3,1013222627,20,10,20
2529,ST5117,g,传说看得见,1012696025,20,10,20
2530,ST4490,g,一心泡妞,1012671365,20,10,20
2531,ST4491,g,乱天小恶魔,1012671862,20,10,20
2532,ST4487,g,小眼睛兔,1012668928,20,10,20
2533,ST4488,g,名牌==野狼,1012673512,20,10,20
2534,ST4929,g,后绘有妻,1012681607,20,10,20
2535,ST4816,g,黑月灵柩,1012773933,20,10,20
2536,ST4818,g,喜天,1012778752,20,10,20
2537,ST4819,g,比较靓女,1012779246,20,10,20
2538,ST5443,g,殇滴太茼,1012720260,20,10,20
2539,ST4489,g,i没钱没装备ia,1013013345,20,10,20
2540,ST4930,g,谁比谁重要,1013021305,20,10,20
2541,ST4683,g,丿灬摇摆の禽兽,1012983410,20,10,20
2542,ST4684,g,别叫我辉哥,1012985407,20,10,20
2543,ST4685,g,地A狱之魂,1012985569,20,10,20
2544,ST5157,g,野蛮女孩2011,1012976530,20,10,20
2545,ST5158,g,泪的沉默,1012978294,20,10,20
2546,ST4682,g,爱ni丶一辈子,1012988815,20,10,20
2547,ST5027,g,Oo丨oO丿灬丶龙,1012920238,20,10,20
2548,ST4928,g,我是有情,1012901306,20,10,20
2549,ST5420,g,绝杀灭魔,1012805670,20,10,20
2550,ST5292,g,丿Sunset丶末日,1012932466,20,10,20
2551,ST5293,g,花开花落残,1012929474,20,10,20
2552,ST5294,g,野兔1987,1012942079,20,10,20
2553,ST4492,g,三剑客断,1012598583,20,10,20
2554,ST5105,g,华夏传光,1012613557,20,10,20
2555,ST5115,g,孤独的狂野战士,1012619854,20,10,20
2556,ST5116,g,追风无尘,1012620148,20,10,20
2557,ST5114,g,不想受最,1012622161,20,10,20
2558,ST4695,g,剑神浪涛,1012652511,20,10,20
2559,ST4817,g,通天男法师,1012649013,20,10,20
2560,ST4697,g,风爱人1,1012650317,20,10,20
2561,ST5444,g,UIEWRTRHD,1012628280,20,10,20
2562,ST4696,g,让你狂,1012573785,20,10,20
2563,ST4807,g,俊皇,1012395921,20,10,20
2564,ST5274,g,天王霸天,1012331167,20,10,20
2565,ST5275,g,武圣Y十九妹Y,1012331691,20,10,20
2566,ST4986,g,昨夜幽魂,1012222826,20,10,20
2567,ST4875,g,wansuiye,1012169269,20,10,20
2568,ST4811,g,好人一平安,1012210998,20,10,20
2569,ST4812,g,太子LN哥,1012211343,20,10,20
2570,ST4699,g,xu虚无,1013674841,20,10,20
2571,ST4932,g,飞向2011,1013690785,20,10,20
2572,ST5321,g,九幽邪王8,1016076558,20,10,20
2573,ST4515,g,法缘轩辕,1016125555,20,10,20
2574,ST4761,g,枫雾萧炎,1016007611,20,10,20
2575,ST4762,g,蜘蛛侠NO1,1016021980,20,10,20
2576,ST5172,g,龙舞蛇行,1016031103,20,10,20
2577,ST5435,g,LONE转换,1016064841,20,10,20
2578,ST5173,g,风狂神2011,1016033949,20,10,20
2579,ST5168,g,燃烧的香烟917,1016040096,20,10,20
2580,ST4756,g,丨炸丶酱灬面,1016346940,20,10,20
2581,ST5174,g,战神狂刀1983,1016364618,20,10,20
2582,ST5438,g,新兴人,1016301428,20,10,20
2583,ST4516,g,武天火圣,1016316963,20,10,20
2584,ST4517,g,丨丶梦蝶,1016329147,20,10,20
2585,ST4878,g,爱---忘,1016273177,20,10,20
2586,ST4879,g,使者无敌2,1016276412,20,10,20
2587,ST4880,g,魔界玉帝,1016276424,20,10,20
2588,ST4881,g,神の烈风,1016287730,20,10,20
2589,ST5436,g,龙腾之败家女人,1016292994,20,10,20
2590,ST5437,g,凯旋一之歌,1016294884,20,10,20
2591,ST5439,g,剑缘轩辕,1016302257,20,10,20
2592,ST4616,g,gfnfgnfhh,1016235767,20,10,20
