帐号ID,帐号名,帐号密码,角色名称,角色ID,等级,"玩法模式0.个人,1.撮合",匹配分修改
631,ST1631,g,ST1631,103039,1,1,
632,ST1632,g,ST1632,103040,1,1,
633,ST1633,g,ST1633,103041,1,1,
634,ST1634,g,ST1634,103042,1,1,
635,ST1635,g,ST1635,103043,1,1,
636,ST1636,g,ST1636,103044,1,1,
637,ST1637,g,ST1637,103045,1,1,
638,ST1638,g,ST1638,103046,1,1,
639,ST1639,g,ST1639,103047,1,1,
640,ST1640,g,ST1640,103048,1,1,
641,ST1641,g,ST1641,103049,1,1,
642,ST1642,g,ST1642,103050,1,1,
643,ST1643,g,ST1643,103051,1,1,
644,ST1644,g,ST1644,103052,1,1,
645,ST1645,g,ST1645,103053,1,1,
646,ST1646,g,ST1646,103054,1,1,
647,ST1647,g,ST1647,103055,1,1,
648,ST1648,g,ST1648,103056,1,1,
649,ST1649,g,ST1649,103057,1,1,
650,ST1650,g,ST1650,103058,1,1,
651,ST1651,g,ST1651,103059,1,1,
652,ST1652,g,ST1652,103060,1,1,
653,ST1653,g,ST1653,103061,1,1,
654,ST1654,g,ST1654,103062,1,1,
655,ST1655,g,ST1655,103063,1,1,
656,ST1656,g,ST1656,103064,1,1,
657,ST1657,g,ST1657,103065,1,1,
658,ST1658,g,ST1658,103066,1,1,
659,ST1659,g,ST1659,103067,1,1,
660,ST1660,g,ST1660,103068,1,1,
661,ST1661,g,ST1661,103069,1,1,
662,ST1662,g,ST1662,103070,1,1,
663,ST1663,g,ST1663,103071,1,1,
664,ST1664,g,ST1664,103072,1,1,
665,ST1665,g,ST1665,103073,1,1,
666,ST1666,g,ST1666,103074,1,1,
667,ST1667,g,ST1667,103075,1,1,
668,ST1668,g,ST1668,103076,1,1,
669,ST1669,g,ST1669,103077,1,1,
670,ST1670,g,ST1670,103078,1,1,
671,ST1671,g,ST1671,103079,1,1,
672,ST1672,g,ST1672,103080,1,1,
673,ST1673,g,ST1673,103081,1,1,
674,ST1674,g,ST1674,103082,1,1,
675,ST1675,g,ST1675,103083,1,1,
676,ST1676,g,ST1676,103084,1,1,
677,ST1677,g,ST1677,103085,1,1,
678,ST1678,g,ST1678,103086,1,1,
679,ST1679,g,ST1679,103087,1,1,
680,ST1680,g,ST1680,103088,1,1,
681,ST1681,g,ST1681,103089,1,1,
682,ST1682,g,ST1682,103090,1,1,
683,ST1683,g,ST1683,103091,1,1,
684,ST1684,g,ST1684,103092,1,1,
685,ST1685,g,ST1685,103093,1,1,
686,ST1686,g,ST1686,103094,1,1,
687,ST1687,g,ST1687,103095,1,1,
688,ST1688,g,ST1688,103096,1,1,
689,ST1689,g,ST1689,103097,1,1,
690,ST1690,g,ST1690,103098,1,1,
691,ST1691,g,ST1691,103099,1,1,
692,ST1692,g,ST1692,103100,1,1,
693,ST1693,g,ST1693,103101,1,1,
694,ST1694,g,ST1694,103102,1,1,
695,ST1695,g,ST1695,103103,1,1,
696,ST1696,g,ST1696,103104,1,1,
697,ST1697,g,ST1697,103105,1,1,
698,ST1698,g,ST1698,103106,1,1,
699,ST1699,g,ST1699,103107,1,1,
700,ST1700,g,ST1700,103108,1,1,
701,ST1701,g,ST1701,103109,1,1,
702,ST1702,g,ST1702,103110,1,1,
703,ST1703,g,ST1703,103111,1,1,
704,ST1704,g,ST1704,103112,1,1,
705,ST1705,g,ST1705,103113,1,1,
706,ST1706,g,ST1706,103114,1,1,
707,ST1707,g,ST1707,103115,1,1,
708,ST1708,g,ST1708,103116,1,1,
709,ST1709,g,ST1709,103117,1,1,
710,ST1710,g,ST1710,103118,1,1,
711,ST1711,g,ST1711,103119,1,1,
712,ST1712,g,ST1712,103120,1,1,
713,ST1713,g,ST1713,103121,1,1,
714,ST1714,g,ST1714,103122,1,1,
715,ST1715,g,ST1715,103123,1,1,
716,ST1716,g,ST1716,103124,1,1,
717,ST1717,g,ST1717,103125,1,1,
718,ST1718,g,ST1718,103126,1,1,
719,ST1719,g,ST1719,103127,1,1,
720,ST1720,g,ST1720,103128,1,1,
721,ST1721,g,ST1721,103129,1,1,
722,ST1722,g,ST1722,103130,1,1,
723,ST1723,g,ST1723,103131,1,1,
724,ST1724,g,ST1724,103132,1,1,
725,ST1725,g,ST1725,103133,1,1,
726,ST1726,g,ST1726,103134,1,1,
727,ST1727,g,ST1727,103135,1,1,
728,ST1728,g,ST1728,103136,1,1,
729,ST1729,g,ST1729,103137,1,1,
730,ST1730,g,ST1730,103138,1,1,
731,ST1731,g,ST1731,103139,1,1,
732,ST1732,g,ST1732,103140,1,1,
733,ST1733,g,ST1733,103141,1,1,
734,ST1734,g,ST1734,103142,1,1,
735,ST1735,g,ST1735,103143,1,1,
736,ST1736,g,ST1736,103144,1,1,
737,ST1737,g,ST1737,103145,1,1,
738,ST1738,g,ST1738,103146,1,1,
739,ST1739,g,ST1739,103147,1,1,
740,ST1740,g,ST1740,103148,1,1,
741,ST1741,g,ST1741,103149,1,1,
742,ST1742,g,ST1742,103150,1,1,
743,ST1743,g,ST1743,103151,1,1,
744,ST1744,g,ST1744,103152,1,1,
745,ST1745,g,ST1745,103153,1,1,
746,ST1746,g,ST1746,103154,1,1,
747,ST1747,g,ST1747,103155,1,1,
748,ST1748,g,ST1748,103156,1,1,
749,ST1749,g,ST1749,103157,1,1,
750,ST1750,g,ST1750,103158,1,1,
751,ST1751,g,ST1751,103159,1,1,
752,ST1752,g,ST1752,103160,1,1,
753,ST1753,g,ST1753,103161,1,1,
754,ST1754,g,ST1754,103162,1,1,
755,ST1755,g,ST1755,103163,1,1,
756,ST1756,g,ST1756,103164,1,1,
757,ST1757,g,ST1757,103165,1,1,
758,ST1758,g,ST1758,103166,1,1,
759,ST1759,g,ST1759,103167,1,1,
760,ST1760,g,ST1760,103168,1,1,
761,ST1761,g,ST1761,103169,1,1,
762,ST1762,g,ST1762,103170,1,1,
763,ST1763,g,ST1763,103171,1,1,
764,ST1764,g,ST1764,103172,1,1,
765,ST1765,g,ST1765,103173,1,1,
766,ST1766,g,ST1766,103174,1,1,
767,ST1767,g,ST1767,103175,1,1,
768,ST1768,g,ST1768,103176,1,1,
769,ST1769,g,ST1769,103177,1,1,
770,ST1770,g,ST1770,103178,1,1,
771,ST1771,g,ST1771,103179,1,1,
772,ST1772,g,ST1772,103180,1,1,
773,ST1773,g,ST1773,103181,1,1,
774,ST1774,g,ST1774,103182,1,1,
775,ST1775,g,ST1775,103183,1,1,
776,ST1776,g,ST1776,103184,1,1,
777,ST1777,g,ST1777,103185,1,1,
778,ST1778,g,ST1778,103186,1,1,
779,ST1779,g,ST1779,103187,1,1,
780,ST1780,g,ST1780,103188,1,1,
781,ST1781,g,ST1781,103189,1,1,
782,ST1782,g,ST1782,103190,1,1,
783,ST1783,g,ST1783,103191,1,1,
784,ST1784,g,ST1784,103192,1,1,
785,ST1785,g,ST1785,103193,1,1,
786,ST1786,g,ST1786,103194,1,1,
787,ST1787,g,ST1787,103195,1,1,
788,ST1788,g,ST1788,103196,1,1,
789,ST1789,g,ST1789,103197,1,1,
790,ST1790,g,ST1790,103198,1,1,
791,ST1791,g,ST1791,103199,1,1,
792,ST1792,g,ST1792,103200,1,1,
793,ST1793,g,ST1793,103201,1,1,
794,ST1794,g,ST1794,103202,1,1,
795,ST1795,g,ST1795,103203,1,1,
796,ST1796,g,ST1796,103204,1,1,
797,ST1797,g,ST1797,103205,1,1,
798,ST1798,g,ST1798,103206,1,1,
799,ST1799,g,ST1799,103207,1,1,
800,ST1800,g,ST1800,103208,1,1,
801,ST1801,g,ST1801,103209,1,1,
802,ST1802,g,ST1802,103210,1,1,
803,ST1803,g,ST1803,103211,1,1,
804,ST1804,g,ST1804,103212,1,1,
805,ST1805,g,ST1805,103213,1,1,
806,ST1806,g,ST1806,103214,1,1,
807,ST1807,g,ST1807,103215,1,1,
808,ST1808,g,ST1808,103216,1,1,
809,ST1809,g,ST1809,103217,1,1,
810,ST1810,g,ST1810,103218,1,1,
811,ST1811,g,ST1811,103219,1,1,
812,ST1812,g,ST1812,103220,1,1,
813,ST1813,g,ST1813,103221,1,1,
814,ST1814,g,ST1814,103222,1,1,
815,ST1815,g,ST1815,103223,1,1,
816,ST1816,g,ST1816,103224,1,1,
817,ST1817,g,ST1817,103225,1,1,
818,ST1818,g,ST1818,103226,1,1,
819,ST1819,g,ST1819,103227,1,1,
820,ST1820,g,ST1820,103228,1,1,
821,ST1821,g,ST1821,103229,1,1,
822,ST1822,g,ST1822,103230,1,1,
823,ST1823,g,ST1823,103231,1,1,
824,ST1824,g,ST1824,103232,1,1,
825,ST1825,g,ST1825,103233,1,1,
826,ST1826,g,ST1826,103234,1,1,
827,ST1827,g,ST1827,103235,1,1,
828,ST1828,g,ST1828,103236,1,1,
829,ST1829,g,ST1829,103237,1,1,
830,ST1830,g,ST1830,103238,1,1,
831,ST1831,g,ST1831,103239,1,1,
832,ST1832,g,ST1832,103240,1,1,
833,ST1833,g,ST1833,103241,1,1,
834,ST1834,g,ST1834,103242,1,1,
835,ST1835,g,ST1835,103243,1,1,
836,ST1836,g,ST1836,103244,1,1,
837,ST1837,g,ST1837,103245,1,1,
838,ST1838,g,ST1838,103246,1,1,
839,ST1839,g,ST1839,103247,1,1,
840,ST1840,g,ST1840,103248,1,1,
841,ST1841,g,ST1841,103249,1,1,
842,ST1842,g,ST1842,103250,1,1,
843,ST1843,g,ST1843,103251,1,1,
844,ST1844,g,ST1844,103252,1,1,
845,ST1845,g,ST1845,103253,1,1,
846,ST1846,g,ST1846,103254,1,1,
847,ST1847,g,ST1847,103255,1,1,
848,ST1848,g,ST1848,103256,1,1,
849,ST1849,g,ST1849,103257,1,1,
850,ST1850,g,ST1850,103258,1,1,
851,ST1851,g,ST1851,103259,1,1,
852,ST1852,g,ST1852,103260,1,1,
853,ST1853,g,ST1853,103261,1,1,
854,ST1854,g,ST1854,103262,1,1,
855,ST1855,g,ST1855,103263,1,1,
856,ST1856,g,ST1856,103264,1,1,
857,ST1857,g,ST1857,103265,1,1,
858,ST1858,g,ST1858,103266,1,1,
859,ST1859,g,ST1859,103267,1,1,
860,ST1860,g,ST1860,103268,1,1,
861,ST1861,g,ST1861,103269,1,1,
862,ST1862,g,ST1862,103270,1,1,
863,ST1863,g,ST1863,103271,1,1,
864,ST1864,g,ST1864,103272,1,1,
865,ST1865,g,ST1865,103273,1,1,
866,ST1866,g,ST1866,103274,1,1,
867,ST1867,g,ST1867,103275,1,1,
868,ST1868,g,ST1868,103276,1,1,
869,ST1869,g,ST1869,103277,1,1,
870,ST1870,g,ST1870,103278,1,1,
871,ST1871,g,ST1871,103279,1,1,
872,ST1872,g,ST1872,103280,1,1,
873,ST1873,g,ST1873,103281,1,1,
874,ST1874,g,ST1874,103282,1,1,
875,ST1875,g,ST1875,103283,1,1,
876,ST1876,g,ST1876,103284,1,1,
877,ST1877,g,ST1877,103285,1,1,
878,ST1878,g,ST1878,103286,1,1,
879,ST1879,g,ST1879,103287,1,1,
880,ST1880,g,ST1880,103288,1,1,
881,ST1881,g,ST1881,103289,1,1,
882,ST1882,g,ST1882,103290,1,1,
883,ST1883,g,ST1883,103291,1,1,
884,ST1884,g,ST1884,103292,1,1,
885,ST1885,g,ST1885,103293,1,1,
886,ST1886,g,ST1886,103294,1,1,
887,ST1887,g,ST1887,103295,1,1,
888,ST1888,g,ST1888,103296,1,1,
889,ST1889,g,ST1889,103297,1,1,
890,ST1890,g,ST1890,103298,1,1,
891,ST1891,g,ST1891,103299,1,1,
892,ST1892,g,ST1892,103300,1,1,
893,ST1893,g,ST1893,103301,1,1,
894,ST1894,g,ST1894,103302,1,1,
895,ST1895,g,ST1895,103303,1,1,
896,ST1896,g,ST1896,103304,1,1,
897,ST1897,g,ST1897,103305,1,1,
898,ST1898,g,ST1898,103306,1,1,
899,ST1899,g,ST1899,103307,1,1,
900,ST1900,g,ST1900,103308,1,1,
901,ST1901,g,ST1901,103309,1,1,
902,ST1902,g,ST1902,103310,1,1,
903,ST1903,g,ST1903,103311,1,1,
904,ST1904,g,ST1904,103312,1,1,
905,ST1905,g,ST1905,103313,1,1,
906,ST1906,g,ST1906,103314,1,1,
907,ST1907,g,ST1907,103315,1,1,
908,ST1908,g,ST1908,103316,1,1,
909,ST1909,g,ST1909,103317,1,1,
910,ST1910,g,ST1910,103318,1,1,
911,ST1911,g,ST1911,103319,1,1,
912,ST1912,g,ST1912,103320,1,1,
913,ST1913,g,ST1913,103321,1,1,
914,ST1914,g,ST1914,103322,1,1,
915,ST1915,g,ST1915,103323,1,1,
916,ST1916,g,ST1916,103324,1,1,
917,ST1917,g,ST1917,103325,1,1,
918,ST1918,g,ST1918,103326,1,1,
919,ST1919,g,ST1919,103327,1,1,
920,ST1920,g,ST1920,103328,1,1,
921,ST1921,g,ST1921,103329,1,1,
922,ST1922,g,ST1922,103330,1,1,
923,ST1923,g,ST1923,103331,1,1,
924,ST1924,g,ST1924,103332,1,1,
925,ST1925,g,ST1925,103333,1,1,
926,ST1926,g,ST1926,103334,1,1,
927,ST1927,g,ST1927,103335,1,1,
928,ST1928,g,ST1928,103336,1,1,
929,ST1929,g,ST1929,103337,1,1,
930,ST1930,g,ST1930,103338,1,1,
931,ST1931,g,ST1931,103339,1,1,
932,ST1932,g,ST1932,103340,1,1,
933,ST1933,g,ST1933,103341,1,1,
934,ST1934,g,ST1934,103342,1,1,
935,ST1935,g,ST1935,103343,1,1,
936,ST1936,g,ST1936,103344,1,1,
937,ST1937,g,ST1937,103345,1,1,
938,ST1938,g,ST1938,103346,1,1,
939,ST1939,g,ST1939,103347,1,1,
940,ST1940,g,ST1940,103348,1,1,
941,ST1941,g,ST1941,103349,1,1,
942,ST1942,g,ST1942,103350,1,1,
943,ST1943,g,ST1943,103351,1,1,
944,ST1944,g,ST1944,103352,1,1,
945,ST1945,g,ST1945,103353,1,1,
946,ST1946,g,ST1946,103354,1,1,
947,ST1947,g,ST1947,103355,1,1,
948,ST1948,g,ST1948,103356,1,1,
949,ST1949,g,ST1949,103357,1,1,
950,ST1950,g,ST1950,103358,1,1,
951,ST1951,g,ST1951,103359,1,1,
952,ST1952,g,ST1952,103360,1,1,
953,ST1953,g,ST1953,103361,1,1,
954,ST1954,g,ST1954,103362,1,1,
955,ST1955,g,ST1955,103363,1,1,
956,ST1956,g,ST1956,103364,1,1,
957,ST1957,g,ST1957,103365,1,1,
958,ST1958,g,ST1958,103366,1,1,
959,ST1959,g,ST1959,103367,1,1,
960,ST1960,g,ST1960,103368,1,1,
961,ST1961,g,ST1961,103369,1,1,
962,ST1962,g,ST1962,103370,1,1,
963,ST1963,g,ST1963,103371,1,1,
964,ST1964,g,ST1964,103372,1,1,
965,ST1965,g,ST1965,103373,1,1,
966,ST1966,g,ST1966,103374,1,1,
967,ST1967,g,ST1967,103375,1,1,
968,ST1968,g,ST1968,103376,1,1,
969,ST1969,g,ST1969,103377,1,1,
970,ST1970,g,ST1970,103378,1,1,
971,ST1971,g,ST1971,103379,1,1,
972,ST1972,g,ST1972,103380,1,1,
973,ST1973,g,ST1973,103381,1,1,
974,ST1974,g,ST1974,103382,1,1,
975,ST1975,g,ST1975,103383,1,1,
976,ST1976,g,ST1976,103384,1,1,
977,ST1977,g,ST1977,103385,1,1,
978,ST1978,g,ST1978,103386,1,1,
979,ST1979,g,ST1979,103387,1,1,
980,ST1980,g,ST1980,103388,1,1,
981,ST1981,g,ST1981,103389,1,1,
982,ST1982,g,ST1982,103390,1,1,
983,ST1983,g,ST1983,103391,1,1,
984,ST1984,g,ST1984,103392,1,1,
985,ST1985,g,ST1985,103393,1,1,
986,ST1986,g,ST1986,103394,1,1,
987,ST1987,g,ST1987,103395,1,1,
988,ST1988,g,ST1988,103396,1,1,
989,ST1989,g,ST1989,103397,1,1,
990,ST1990,g,ST1990,103398,1,1,
991,ST1991,g,ST1991,103399,1,1,
992,ST1992,g,ST1992,103400,1,1,
993,ST1993,g,ST1993,103401,1,1,
994,ST1994,g,ST1994,103402,1,1,
995,ST1995,g,ST1995,103403,1,1,
996,ST1996,g,ST1996,103404,1,1,
997,ST1997,g,ST1997,103405,1,1,
998,ST1998,g,ST1998,103406,1,1,
999,ST1999,g,ST1999,103407,1,1,
1000,ST2000,g,ST2000,103408,1,1,
1001,ST2001,g,ST2001,103409,1,1,
1002,ST2002,g,ST2002,103410,1,1,
1003,ST2003,g,ST2003,103411,1,1,
1004,ST2004,g,ST2004,103412,1,1,
1005,ST2005,g,ST2005,103413,1,1,
1006,ST2006,g,ST2006,103414,1,1,
1007,ST2007,g,ST2007,103415,1,1,
1008,ST2008,g,ST2008,103416,1,1,
1009,ST2009,g,ST2009,103417,1,1,
1010,ST2010,g,ST2010,103418,1,1,
1011,ST2011,g,ST2011,103419,1,1,
1012,ST2012,g,ST2012,103420,1,1,
1013,ST2013,g,ST2013,103421,1,1,
1014,ST2014,g,ST2014,103422,1,1,
1015,ST2015,g,ST2015,103423,1,1,
1016,ST2016,g,ST2016,103424,1,1,
1017,ST2017,g,ST2017,103425,1,1,
1018,ST2018,g,ST2018,103426,1,1,
1019,ST2019,g,ST2019,103427,1,1,
1020,ST2020,g,ST2020,103428,1,1,
1021,ST2021,g,ST2021,103429,1,1,
1022,ST2022,g,ST2022,103430,1,1,
1023,ST2023,g,ST2023,103431,1,1,
1024,ST2024,g,ST2024,103432,1,1,
1025,ST2025,g,ST2025,103433,1,1,
1026,ST2026,g,ST2026,103434,1,1,
1027,ST2027,g,ST2027,103435,1,1,
1028,ST2028,g,ST2028,103436,1,1,
1029,ST2029,g,ST2029,103437,1,1,
1030,ST2030,g,ST2030,103438,1,1,
1031,ST2031,g,ST2031,103439,1,1,
1032,ST2032,g,ST2032,103440,1,1,
1033,ST2033,g,ST2033,103441,1,1,
1034,ST2034,g,ST2034,103442,1,1,
1035,ST2035,g,ST2035,103443,1,1,
1036,ST2036,g,ST2036,103444,1,1,
1037,ST2037,g,ST2037,103445,1,1,
1038,ST2038,g,ST2038,103446,1,1,
1039,ST2039,g,ST2039,103447,1,1,
1040,ST2040,g,ST2040,103448,1,1,
1041,ST2041,g,ST2041,103449,1,1,
1042,ST2042,g,ST2042,103450,1,1,
1043,ST2043,g,ST2043,103451,1,1,
1044,ST2044,g,ST2044,103452,1,1,
1045,ST2045,g,ST2045,103453,1,1,
1046,ST2046,g,ST2046,103454,1,1,
1047,ST2047,g,ST2047,103455,1,1,
1048,ST2048,g,ST2048,103456,1,1,
1049,ST2049,g,ST2049,103457,1,1,
1050,ST2050,g,ST2050,103458,1,1,
1051,ST2051,g,ST2051,103459,1,1,
1052,ST2052,g,ST2052,103460,1,1,
1053,ST2053,g,ST2053,103461,1,1,
1054,ST2054,g,ST2054,103462,1,1,
1055,ST2055,g,ST2055,103463,1,1,
1056,ST2056,g,ST2056,103464,1,1,
1057,ST2057,g,ST2057,103465,1,1,
1058,ST2058,g,ST2058,103466,1,1,
1059,ST2059,g,ST2059,103467,1,1,
1060,ST2060,g,ST2060,103468,1,1,
1061,ST2061,g,ST2061,103469,1,1,
1062,ST2062,g,ST2062,103470,1,1,
1063,ST2063,g,ST2063,103471,1,1,
1064,ST2064,g,ST2064,103472,1,1,
1065,ST2065,g,ST2065,103473,1,1,
1066,ST2066,g,ST2066,103474,1,1,
1067,ST2067,g,ST2067,103475,1,1,
1068,ST2068,g,ST2068,103476,1,1,
1069,ST2069,g,ST2069,103477,1,1,
1070,ST2070,g,ST2070,103478,1,1,
1071,ST2071,g,ST2071,103479,1,1,
1072,ST2072,g,ST2072,103480,1,1,
1073,ST2073,g,ST2073,103481,1,1,
1074,ST2074,g,ST2074,103482,1,1,
1075,ST2075,g,ST2075,103483,1,1,
1076,ST2076,g,ST2076,103484,1,1,
1077,ST2077,g,ST2077,103485,1,1,
1078,ST2078,g,ST2078,103486,1,1,
1079,ST2079,g,ST2079,103487,1,1,
1080,ST2080,g,ST2080,103488,1,1,
1081,ST2081,g,ST2081,103489,1,1,
1082,ST2082,g,ST2082,103490,1,1,
1083,ST2083,g,ST2083,103491,1,1,
1084,ST2084,g,ST2084,103492,1,1,
1085,ST2085,g,ST2085,103493,1,1,
1086,ST2086,g,ST2086,103494,1,1,
1087,ST2087,g,ST2087,103495,1,1,
1088,ST2088,g,ST2088,103496,1,1,
1089,ST2089,g,ST2089,103497,1,1,
1090,ST2090,g,ST2090,103498,1,1,
1091,ST2091,g,ST2091,103499,1,1,
1092,ST2092,g,ST2092,103500,1,1,
1093,ST2093,g,ST2093,103501,1,1,
1094,ST2094,g,ST2094,103502,1,1,
1095,ST2095,g,ST2095,103503,1,1,
1096,ST2096,g,ST2096,103504,1,1,
1097,ST2097,g,ST2097,103505,1,1,
1098,ST2098,g,ST2098,103506,1,1,
1099,ST2099,g,ST2099,103507,1,1,
1100,ST2100,g,ST2100,103508,1,1,
1101,ST2101,g,ST2101,103509,1,1,
1102,ST2102,g,ST2102,103510,1,1,
1103,ST2103,g,ST2103,103511,1,1,
1104,ST2104,g,ST2104,103512,1,1,
1105,ST2105,g,ST2105,103513,1,1,
1106,ST2106,g,ST2106,103514,1,1,
1107,ST2107,g,ST2107,103515,1,1,
1108,ST2108,g,ST2108,103516,1,1,
1109,ST2109,g,ST2109,103517,1,1,
1110,ST2110,g,ST2110,103518,1,1,
1111,ST2111,g,ST2111,103519,1,1,
1112,ST2112,g,ST2112,103520,1,1,
1113,ST2113,g,ST2113,103521,1,1,
1114,ST2114,g,ST2114,103522,1,1,
1115,ST2115,g,ST2115,103523,1,1,
1116,ST2116,g,ST2116,103524,1,1,
1117,ST2117,g,ST2117,103525,1,1,
1118,ST2118,g,ST2118,103526,1,1,
1119,ST2119,g,ST2119,103527,1,1,
1120,ST2120,g,ST2120,103528,1,1,
1121,ST2121,g,ST2121,103529,1,1,
1122,ST2122,g,ST2122,103530,1,1,
1123,ST2123,g,ST2123,103531,1,1,
1124,ST2124,g,ST2124,103532,1,1,
1125,ST2125,g,ST2125,103533,1,1,
1126,ST2126,g,ST2126,103534,1,1,
1127,ST2127,g,ST2127,103535,1,1,
1128,ST2128,g,ST2128,103536,1,1,
1129,ST2129,g,ST2129,103537,1,1,
1130,ST2130,g,ST2130,103538,1,1,
1131,ST2131,g,ST2131,103539,1,1,
1132,ST2132,g,ST2132,103540,1,1,
1133,ST2133,g,ST2133,103541,1,1,
1134,ST2134,g,ST2134,103542,1,1,
1135,ST2135,g,ST2135,103543,1,1,
1136,ST2136,g,ST2136,103544,1,1,
1137,ST2137,g,ST2137,103545,1,1,
1138,ST2138,g,ST2138,103546,1,1,
1139,ST2139,g,ST2139,103547,1,1,
1140,ST2140,g,ST2140,103548,1,1,
1141,ST2141,g,ST2141,103549,1,1,
1142,ST2142,g,ST2142,103550,1,1,
1143,ST2143,g,ST2143,103551,1,1,
1144,ST2144,g,ST2144,103552,1,1,
1145,ST2145,g,ST2145,103553,1,1,
1146,ST2146,g,ST2146,103554,1,1,
1147,ST2147,g,ST2147,103555,1,1,
1148,ST2148,g,ST2148,103556,1,1,
1149,ST2149,g,ST2149,103557,1,1,
1150,ST2150,g,ST2150,103558,1,1,
1151,ST2151,g,ST2151,103559,1,1,
1152,ST2152,g,ST2152,103560,1,1,
1153,ST2153,g,ST2153,103561,1,1,
1154,ST2154,g,ST2154,103562,1,1,
1155,ST2155,g,ST2155,103563,1,1,
1156,ST2156,g,ST2156,103564,1,1,
1157,ST2157,g,ST2157,103565,1,1,
1158,ST2158,g,ST2158,103566,1,1,
1159,ST2159,g,ST2159,103567,1,1,
1160,ST2160,g,ST2160,103568,1,1,
1161,ST2161,g,ST2161,103569,1,1,
1162,ST2162,g,ST2162,103570,1,1,
1163,ST2163,g,ST2163,103571,1,1,
1164,ST2164,g,ST2164,103572,1,1,
1165,ST2165,g,ST2165,103573,1,1,
1166,ST2166,g,ST2166,103574,1,1,
1167,ST2167,g,ST2167,103575,1,1,
1168,ST2168,g,ST2168,103576,1,1,
1169,ST2169,g,ST2169,103577,1,1,
1170,ST2170,g,ST2170,103578,1,1,
1171,ST2171,g,ST2171,103579,1,1,
1172,ST2172,g,ST2172,103580,1,1,
1173,ST2173,g,ST2173,103581,1,1,
1174,ST2174,g,ST2174,103582,1,1,
1175,ST2175,g,ST2175,103583,1,1,
1176,ST2176,g,ST2176,103584,1,1,
1177,ST2177,g,ST2177,103585,1,1,
1178,ST2178,g,ST2178,103586,1,1,
1179,ST2179,g,ST2179,103587,1,1,
1180,ST2180,g,ST2180,103588,1,1,
1181,ST2181,g,ST2181,103589,1,1,
1182,ST2182,g,ST2182,103590,1,1,
1183,ST2183,g,ST2183,103591,1,1,
1184,ST2184,g,ST2184,103592,1,1,
1185,ST2185,g,ST2185,103593,1,1,
1186,ST2186,g,ST2186,103594,1,1,
1187,ST2187,g,ST2187,103595,1,1,
1188,ST2188,g,ST2188,103596,1,1,
1189,ST2189,g,ST2189,103597,1,1,
1190,ST2190,g,ST2190,103598,1,1,
1191,ST2191,g,ST2191,103599,1,1,
1192,ST2192,g,ST2192,103600,1,1,
1193,ST2193,g,ST2193,103601,1,1,
1194,ST2194,g,ST2194,103602,1,1,
1195,ST2195,g,ST2195,103603,1,1,
1196,ST2196,g,ST2196,103604,1,1,
1197,ST2197,g,ST2197,103605,1,1,
1198,ST2198,g,ST2198,103606,1,1,
1199,ST2199,g,ST2199,103607,1,1,
1200,ST2200,g,ST2200,103608,1,1,
1201,ST2201,g,ST2201,103609,1,1,
1202,ST2202,g,ST2202,103610,1,1,
1203,ST2203,g,ST2203,103611,1,1,
1204,ST2204,g,ST2204,103612,1,1,
1205,ST2205,g,ST2205,103613,1,1,
1206,ST2206,g,ST2206,103614,1,1,
1207,ST2207,g,ST2207,103615,1,1,
1208,ST2208,g,ST2208,103616,1,1,
1209,ST2209,g,ST2209,103617,1,1,
1210,ST2210,g,ST2210,103618,1,1,
1211,ST2211,g,ST2211,103619,1,1,
1212,ST2212,g,ST2212,103620,1,1,
1213,ST2213,g,ST2213,103621,1,1,
1214,ST2214,g,ST2214,103622,1,1,
1215,ST2215,g,ST2215,103623,1,1,
1216,ST2216,g,ST2216,103624,1,1,
1217,ST2217,g,ST2217,103625,1,1,
1218,ST2218,g,ST2218,103626,1,1,
1219,ST2219,g,ST2219,103627,1,1,
1220,ST2220,g,ST2220,103628,1,1,
1221,ST2221,g,ST2221,103629,1,1,
1222,ST2222,g,ST2222,103630,1,1,
1223,ST2223,g,ST2223,103631,1,1,
1224,ST2224,g,ST2224,103632,1,1,
1225,ST2225,g,ST2225,103633,1,1,
1226,ST2226,g,ST2226,103634,1,1,
1227,ST2227,g,ST2227,103635,1,1,
1228,ST2228,g,ST2228,103636,1,1,
1229,ST2229,g,ST2229,103637,1,1,
1230,ST2230,g,ST2230,103638,1,1,
1231,ST2231,g,ST2231,103639,1,1,
1232,ST2232,g,ST2232,103640,1,1,
1233,ST2233,g,ST2233,103641,1,1,
1234,ST2234,g,ST2234,103642,1,1,
1235,ST2235,g,ST2235,103643,1,1,
1236,ST2236,g,ST2236,103644,1,1,
1237,ST2237,g,ST2237,103645,1,1,
1238,ST2238,g,ST2238,103646,1,1,
1239,ST2239,g,ST2239,103647,1,1,
1240,ST2240,g,ST2240,103648,1,1,
1241,ST2241,g,ST2241,103649,1,1,
1242,ST2242,g,ST2242,103650,1,1,
1243,ST2243,g,ST2243,103651,1,1,
1244,ST2244,g,ST2244,103652,1,1,
1245,ST2245,g,ST2245,103653,1,1,
1246,ST2246,g,ST2246,103654,1,1,
1247,ST2247,g,ST2247,103655,1,1,
1248,ST2248,g,ST2248,103656,1,1,
1249,ST2249,g,ST2249,103657,1,1,
1250,ST2250,g,ST2250,103658,1,1,
1251,ST2251,g,ST2251,103659,1,1,
1252,ST2252,g,ST2252,103660,1,1,
